All ingredients in cryoprotective solution,DMSO usage,cooling rate,viability,recovery,Doubling time,Comments about method,Comments about results,Source (DOI link)
10% DMSO,0.1,slow_freeze,0.827,not mention,Not mentioned ,"The viability was tested by FACSCalibur flow cytometer using the Annexin V-fluorescein isothiocyanate (FITC) apoptosis. AlamarBlue assay and calcein AM assay were used to check Cell metabolic activity and proliferation and Cell morphology respectively. Alkaline phosphatase (ALP) expression, Oil Red O and toluidine blue staining for confirm the differentiation ability of Osteogenic differentiation, and adipogenic differentiation chondrogenic differentiation.","With DMSO as the sole permeating CPA, the paper found that the minimum DMSO concentration is around 5% (v/v) to achieve [ 73% cell survival. DMSO can be replaced with another permeating CPA, such as 1,2-propanediol although the cell survival is slightly lower. FBS can be replaced with albumin and 2% (w/v) albumin in CPA solution can significantly enhance the cell survival.",https://doi.org/10.1002/btpr.464
10% DMSO + 10% FBS,0.1,slow_freeze,0.838,not mention,Not mentioned ,,,
10% DMSO + 90% FBS,0.1,slow_freeze,0.902,not mention,Not mentioned ,,,
7.5% DMSO + 2.5% PEG,0.075,slow_freeze,0.72,not mention,Not mentioned ,,,
7.5% DMSO + 2.5% PEG + 2% BSA,0.075,slow_freeze,0.829,not mention,Not mentioned ,,,
5% DMSO + 5% PEG,0.05,slow_freeze,0.7,not mention,Not mentioned ,,,
5% DMSO + 5% PEG + 2% BSA,0.05,slow_freeze,0.8,not mention,Not mentioned ,,,
5% DMSO + 2% PEG + 3% trehalose,0.05,slow_freeze,0.56,not mention,Not mentioned ,,,
5% DMSO + 2% PEG + 3% trehalose + 2% BSA,0.05,slow_freeze,0.65,not mention,Not mentioned ,,,
2.5% DMSO + 7.5% PEG,0.025,slow_freeze,0.32,not mention,Not mentioned ,,,
2.5% DMSO + 7.5% PEG + 2% BSA,0.025,slow_freeze,0.38,not mention,Not mentioned ,,,
"10% 1,2-propanediol + 2% BSA",0,slow_freeze,0.68,not mention,Not mentioned ,,,
"7.5% 1,2-propanediol + 2.5% PEG + 2% BSA",0,multi_freeze,0.73,not mention,Not mentioned ,,,
5.14% Sucrose + 2.28% Mannitol + 0.16% Creatine,0,multi_freeze,not mention,0.48,Not mentioned ,Acridine Orange/Propidium Iodide (AO/PI) and flow cytometry were used to calculate the viability (recovery rate) and Cell surface phenotype respectively.,"The result showed the recovery rate of SMC (sucrose= 150 mM, mannitol= 125 mM, creatine= 12.5 mM) reached the highest level at 2 hours and SGC (sucrose= 150 mM, glycerol= 2.5%, creatine= 12.5 mM) at 1 hour of incubation, and then decreased after 4 hours. Moreover, substituting glucose for sucrose significantly reduced the recovery rate.",https://doi.org/10.1089/TEN.TEC.2016.0284
2.70% Glucose + 2.28% Mannitol + 0.16% Creatine,0,multi_freeze,not mention,0.32,Not mentioned ,,,
5.14% Sucrose + 2.5% Glycerol + 0.16% Creatine,0,multi_freeze,not mention,0.62,Not mentioned ,,,
2.70% Glucose + 2.5% Glycerol + 0.16% Creatine,0,multi_freeze,not mention,0.52,Not mentioned ,,,
5.14% Sucrose + 25% Glycerol + 0.16% Creatine,0,multi_freeze,0.6,not mention,Not mentioned ,,,
2.70% Glucose + 25% Glycerol + 0.16% Creatine,0,multi_freeze,0.4,not mention,Not mentioned ,,,
5.14% Sucrose + 50% Glycerol + 0.33% Creatine,0,multi_freeze,0.7,0.82,Not mentioned ,,,
10.27% Sucrose + 50% Glycerol + 0.16% Creatine,0,multi_freeze,0,0.71,Not mentioned ,,,
1.28% Sucrose + 1.15% Mannitol + 0.17% Creatine,0,multi_freeze,not mention,0.47,Not mentioned ,,,
7.70% Sucrose + 3.42% Mannitol + 0.04% Creatine,0,multi_freeze,not mention,0.43,Not mentioned ,,,
7.68% Sucrose + 2.28% Mannitol + 0% Creatine,0,multi_freeze,not mention,0.29,Not mentioned ,,,
0% Sucrose + 1.15% Mannitol + 0.33% Creatine,0,multi_freeze,not mention,0.54,Not mentioned ,,,
2.57% Sucrose + 2.28% Mannitol + 0.04% Creatine,0,multi_freeze,not mention,0.48,Not mentioned ,,,
1.03% Sucrose + 0.46% Mannitol + 0.33% Creatine,0,multi_freeze,not mention,0.31,Not mentioned ,,,
7.68% Sucrose + 3.42% Mannitol + 0.04% Creatine,0,multi_freeze,not mention,0.46,Not mentioned ,,,
5.14% Sucrose + 1.15% Mannitol + 0.08% Creatine,0,multi_freeze,not mention,0.41,Not mentioned ,,,
0% Sucrose + 0.46% Mannitol + 0.33% Creatine,0,multi_freeze,not mention,0.52,Not mentioned ,,,
2.57% Sucrose + 1.15% Mannitol + 0.25% Creatine,0,multi_freeze,not mention,0.38,Not mentioned ,,,
0.51% Sucrose + 0% Mannitol + 0.33% Creatine,0,multi_freeze,not mention,0.29,Not mentioned ,,,
0.85% Sucrose + 1.15% Mannitol + 0.17% Creatine,0,multi_freeze,not mention,0.37,Not mentioned ,,,
5.14% Sucrose + 1.15% Mannitol + 0% Creatine,0,multi_freeze,not mention,0.22,Not mentioned ,,,
1.03% Sucrose + 0.46% Mannitol + 0.33% Creatine,0,multi_freeze,not mention,0.33,Not mentioned ,,,
10.27% Sucrose + 4.55% Mannitol + 0.04% Creatine,0,multi_freeze,not mention,0.09,Not mentioned ,,,
5.14% Sucrose + 3.42% Mannitol + 0.04% Creatine,0,multi_freeze,not mention,0.49,Not mentioned ,,,
1.03% Sucrose + 0.46% Mannitol + 0.25% Creatine,0,multi_freeze,not mention,0.2,Not mentioned ,,,
5.14% Sucrose + 0.46% Mannitol + 0.08% Creatine,0,multi_freeze,not mention,0.33,Not mentioned ,,,
0% Sucrose + 2.28% Mannitol + 0.17% Creatine,0,multi_freeze,not mention,0.32,Not mentioned ,,,
5.14% Sucrose + 1.15% Mannitol + 0.08% Creatine,0,multi_freeze,not mention,0.34,Not mentioned ,,,
1.03% Sucrose + 1.15% Mannitol + 0.33% Creatine,0,multi_freeze,not mention,0.47,Not mentioned ,,,
1.03% Sucrose + 2.28% Mannitol + 0.25% Creatine,0,multi_freeze,not mention,0.31,Not mentioned ,,,
10.27% Sucrose + 4.55% Mannitol + 0% Creatine,0,multi_freeze,not mention,0.15,Not mentioned ,,,
5.14% Sucrose + 3.42% Mannitol + 0.25% Creatine,0,multi_freeze,not mention,0.26,Not mentioned ,,,
7.70% Sucrose + 4.55% Mannitol + 0.04% Creatine,0,multi_freeze,not mention,0.19,Not mentioned ,,,
7.70% Sucrose + 6.30% Glycerol + 0% Creatine,0,multi_freeze,not mention,0.94,Not mentioned ,,,
10.27% Sucrose + 3.15% Glycerol + 0% Creatine,0,multi_freeze,not mention,0.78,Not mentioned ,,,
10.27% Sucrose + 3.15% Glycerol + 0.33% Creatine,0,multi_freeze,not mention,1.02,Not mentioned ,,,
10.27% Sucrose + 0% Glycerol + 0.33% Creatine,0,multi_freeze,not mention,0.78,Not mentioned ,,,
10.27% Sucrose + 1.57% Glycerol + 0.25% Creatine,0,multi_freeze,not mention,0.59,Not mentioned ,,,
0% Sucrose + 6.30% Glycerol + 0.25% Creatine,0,multi_freeze,not mention,0.64,Not mentioned ,,,
2.57% Sucrose + 0.63% Glycerol + 0.25% Creatine,0,multi_freeze,not mention,0.53,Not mentioned ,,,
1.03% Sucrose + 1.57% Glycerol + 0.33% Creatine,0,multi_freeze,not mention,0.36,Not mentioned ,,,
1.71% Sucrose + 0.63% Glycerol + 0.33% Creatine,0,multi_freeze,not mention,0.38,Not mentioned ,,,
2.57% Sucrose + 6.30% Glycerol + 0.04% Creatine,0,multi_freeze,not mention,0.67,Not mentioned ,,,
0% Sucrose + 6.30% Glycerol + 0.33% Creatine,0,multi_freeze,not mention,0.76,Not mentioned ,,,
5.14% Sucrose + 4.72% Glycerol + 0% Creatine,0,multi_freeze,not mention,0.68,Not mentioned ,,,
1.03% Sucrose + 0.63% Glycerol + 0.33% Creatine,0,multi_freeze,not mention,0.31,Not mentioned ,,,
7.70% Sucrose + 4.72% Glycerol + 0.08% Creatine,0,multi_freeze,not mention,0.44,Not mentioned ,,,
2.57% Sucrose + 6.30% Glycerol + 0.17% Creatine,0,multi_freeze,not mention,0.46,Not mentioned ,,,
0% Sucrose + 6.95% Glycerol + 0.31% Creatine,0,multi_freeze,not mention,1.13,Not mentioned ,,,
1.71% Sucrose + 4.72% Glycerol + 0% Creatine,0,multi_freeze,not mention,1.1,Not mentioned ,,,
7.70% Sucrose + 3.15% Glycerol + 0.17% Creatine,0,multi_freeze,not mention,0.55,Not mentioned ,,,
10.27% Sucrose + 4.72% Glycerol + 0.04% Creatine,0,multi_freeze,not mention,0.54,Not mentioned ,,,
5.14% Sucrose + 6.30% Glycerol + 0.04% Creatine,0,multi_freeze,not mention,0.43,Not mentioned ,,,
0% Sucrose + 1.57% Glycerol + 0.33% Creatine,0,multi_freeze,not mention,0.58,Not mentioned ,,,
5.14% Sucrose + 6.30% Glycerol + 0% Creatine,0,multi_freeze,not mention,0.54,Not mentioned ,,,
0% Sucrose + 0.63% Glycerol + 0.33% Creatine,0,multi_freeze,not mention,0.33,Not mentioned ,,,
5.14% Sucrose + 3.15% Glycerol + 0.08% Creatine,0,multi_freeze,not mention,0.3,Not mentioned ,,,
1.03% Sucrose + 6.30% Glycerol + 0.25% Creatine,0,multi_freeze,not mention,0.45,Not mentioned ,,,
0% Sucrose + 0.63% Glycerol + 0.33% Creatine,0,multi_freeze,not mention,0.21,Not mentioned ,,,
1.03% Sucrose + 1.57% Glycerol + 0.17% Creatine,0,multi_freeze,not mention,0.39,Not mentioned ,,,
5.14% Sucrose + 0.63% Glycerol + 0.17% Creatine,0,multi_freeze,not mention,0.68,Not mentioned ,,,
1.03% Sucrose + 6.30% Glycerol + 0.25% Creatine,0,multi_freeze,not mention,0.43,Not mentioned ,,,
1.03% Sucrose + 1.57% Glycerol + 0.33% Creatine,0,multi_freeze,not mention,0.41,Not mentioned ,,,
10 wt% PEG 400,0,slow_freeze,not mention,0.05,Not mentioned ,"Trypan blue and CCK-8 assay was utilized to quantify cell viability and cytotoxicity. Alizarin Red staining, Oil Red O staining, and Alcian Blue staining were employed to confirm the ability of osteogenic differentiation, adipogenic differentiation, chondrogenic differentiation respectively.","The result showed the 2h pretreatment of 400KDa-600KDa PEG and 0h pretreatment of middle range of molecular weight of PEG (1K, 1.5K, 5K Da) can improve the recovery rate of MSCs in cryoprotectant.",https://doi.org/10.1186/s40824-023-00356-z
10 wt% PEG 600,0,slow_freeze,not mention,0.05,Not mentioned ,,,
10 wt% PEG 1K,0,slow_freeze,not mention,0.35,Not mentioned ,,,
10 wt% PEG 1.5K,0,slow_freeze,not mention,0.48,Not mentioned ,,,
10 wt% PEG 5K,0,slow_freeze,not mention,0.55,Not mentioned ,,,
10 wt% PEG 10K,0,slow_freeze,not mention,0.28,Not mentioned ,,,
10 wt% PEG 20K,0,slow_freeze,not mention,0.22,Not mentioned ,,,
10% DMSO,0.1,slow_freeze,0.25,0.7,Not mentioned ,,,
10% DMSO + 2% FBS,0.1,slow_freeze,0.65,not mention,65-75,,,https://doi.org/10.3390/biom12050610
5% DMSO + 2% FBS,0.05,slow_freeze,0.63,not mention,Not mentioned ,,,
3% DMSO + 2% FBS,0.03,slow_freeze,0.67,not mention,130-140h,,,
5% DMSO + 0.1% HMW-HA + 2% FBS,0.05,slow_freeze,0.75,not mention,Not mentioned ,,,
5% DMSO + 0.2% HMW-HA + 2% FBS,0.05,slow_freeze,0.7,not mention,Not mentioned ,,,
3% DMSO + 0.1% HMW-HA + 2% FBS,0.03,slow_freeze,0.7,not mention,60-70h,,,
3% DMSO + 0.2% HMW-HA + 2% FBS,0.03,slow_freeze,0.78,not mention,Not mentioned ,,,
0.1% methylcellulose + 1% proline + 1% ectoin,0,slow_freeze,0.68,0.24,Not mentioned ,Viability testing and adipogenic differentiation ability were tested by Trypan Blue dye and Oil red O staining respectively,"The result showed the optimal non-commercial DMSO-free cryoprotectant protocol is PBS + 0.1% methylcellulose + 1% proline + 1% ectoin, Moreover, a combination of two compatible solutes is more effective than the single molecules alone.",https://doi.org/10.1016/j.cryobiol.2011.05.002
0.1% methylcellulose + 1% proline + 1% ectoin,0,slow_freeze,0.76,0.64,Not mentioned ,,,
0.1% methylcellulose + 1% proline + 1% ectoin,0,slow_freeze,0.66,0.47,Not mentioned ,,,
0.1% methylcellulose + 1% proline + 10% ectoin,0,slow_freeze,0.62,0.52,Not mentioned ,,,
0.1% methylcellulose + 1% proline + 10% ectoin,0,slow_freeze,0.81,0.78,Not mentioned ,,,
0.1% methylcellulose + 1% proline + 10% ectoin,0,slow_freeze,0.66,0.81,Not mentioned ,,,
0.1% methylcellulose + 5% proline + 5% ectoin,0,slow_freeze,0.65,0.38,Not mentioned ,,,
0.1% methylcellulose + 5% proline + 5% ectoin,0,slow_freeze,0.86,0.57,Not mentioned ,,,
0.1% methylcellulose + 5% proline + 5% ectoin,0,slow_freeze,0.84,0.64,Not mentioned ,,,
0.1% methylcellulose + 10% proline + 1% ectoin,0,slow_freeze,0.58,0.19,Not mentioned ,,,
0.1% methylcellulose + 10% proline + 1% ectoin,0,slow_freeze,0.67,0.27,Not mentioned ,,,
0.1% methylcellulose + 10% proline + 1% ectoin,0,slow_freeze,0.7,0.22,Not mentioned ,,,
0.1% methylcellulose + 10% proline + 10% ectoin,0,slow_freeze,0.68,0.48,Not mentioned ,,,
0.1% methylcellulose + 10% proline + 10% ectoin,0,slow_freeze,0.72,0.72,Not mentioned ,,,
0.1% methylcellulose + 10% proline + 10% ectoin,0,slow_freeze,0.72,0.64,Not mentioned ,,,
0.1% methylcellulose + 10% DMSO,0.1,slow_freeze,0.91,0.98,Not mentioned ,,,
0.1% methylcellulose,0,slow_freeze,0.38,0.12,Not mentioned ,,,
10% FCS + 5% Me2SO,0.05,slow_freeze,0.61,not mention,Not mentioned,"Two-step slow freezing, no controlled ice nucleation",Lower viability and metabolic activity for AEMS compared to CSMS with 5% Me2SO,https://doi.org/10.1016/j.cryobiol.2013.02.002
10% FCS + 5% Me2SO,0.05,slow_freeze,0.73,not mention,Not mentioned,"Two-step slow freezing, no controlled ice nucleation",Lower viability and metabolic activity for AEMS compared to CSMS with 5% Me2SO,https://doi.org/10.1016/j.cryobiol.2013.02.002
10% FCS + 10% Me2SO,0.1,slow_freeze,0.79,not mention,Not mentioned,"Two-step slow freezing, no controlled ice nucleation",No significant difference in viability between AEMS and CSMS with 10% Me2SO,https://doi.org/10.1016/j.cryobiol.2013.02.002
10% FCS + 10% Me2SO,0.1,slow_freeze,0.82,not mention,Not mentioned,"Two-step slow freezing, no controlled ice nucleation",No significant difference in viability between AEMS and CSMS with 10% Me2SO,https://doi.org/10.1016/j.cryobiol.2013.02.002
10% FCS + 10% Me2SO,0.1,multi_freeze,0.87,not mention,Not mentioned,Three-step slow cooling with controlled ice nucleation,Highest viability and metabolic activity for AEMS; retained multilineage differentiation,https://doi.org/10.1016/j.cryobiol.2013.02.002
10% FCS + 10% Me2SO,0.1,multi_freeze,0.88,not mention,Not mentioned,Three-step slow cooling with controlled ice nucleation,Highest viability and metabolic activity for AEMS; retained multilineage differentiation,https://doi.org/10.1016/j.cryobiol.2013.02.002
10% FCS + 10% Me2SO,0.1,rapid_freeze,0.06,not mention,Not mentioned,Rapid one-step freezing,"Critical damage to MSCs, loss of alginate transparency",https://doi.org/10.1016/j.cryobiol.2013.02.002
10% FCS + 10% Me2SO,0.1,rapid_freeze,0.03,not mention,Not mentioned,Rapid one-step freezing,"Critical damage to MSCs, loss of alginate transparency",https://doi.org/10.1016/j.cryobiol.2013.02.002
50% KnockOut Serum Replacement + 10% DMSO + 0.00034% ROCK inhibitor,0.1,slow_freeze,0.41,not mention,Not mentioned,"Conventional freezing in CoolCell, -1°C/min, cryovials",Baseline viability; no significant difference from bottom-up at 10% DMSO,https://doi.org/10.1002/btpr.70019
50% KnockOut Serum Replacement + 10% DMSO + 0.00034% ROCK inhibitor,0.1,slow_freeze,0.41,not mention,Not mentioned,"Bottom-up freezing in CELL equipment, 90 s nucleation, -1°C/min, cryovials",Similar viability to conventional at 10% DMSO; differentiation unaffected,https://doi.org/10.1002/btpr.70019
50% KnockOut Serum Replacement + 5% DMSO + 0.00034% ROCK Inhibitor,0.05,slow_freeze,0.53,not mention,Not mentioned,"Bottom-up freezing in CELL equipment, 90 s nucleation, -1°C/min, cryovials",Higher metabolic viability (53%) than conventional (41%) at 5% DMSO,https://doi.org/10.1002/btpr.70019
50% KnockOut Serum Replacement + 5% DMSO +0.00034%ROCK Inhibitor,0.05,slow_freeze,0.62,not mention,Not mentioned,"Bottom-up freezing in CELL equipment, 90 s nucleation, -2°C/min, cryovials","Optimal viability (87% membrane, 62% metabolic), 7–21% improvement over conventional",https://doi.org/10.1002/btpr.70019
50% KnockOut Serum Replacement + 5% DMSO + 0.00034% ROCK Inhibitor,0.05,slow_freeze,0.31,not mention,Not mentioned,"Bottom-up freezing in CELL equipment, 90 s nucleation, -2°C/min, 30 mL CryoMACS bags","Lower viability in bags (69% membrane, 31% metabolic) but 9–8% better than conventional",https://doi.org/10.1002/btpr.70019
50% KnockOut Serum Replacement + 5% DMSO + 0.00034% ROCK Inhibitor,0.05,slow_freeze,0.23,not mention,Not mentioned,"Conventional freezing, direct -80°C, 30 mL CryoMACS bags","Lowest viability in bags (60% membrane, 23% metabolic)",https://doi.org/10.1002/btpr.70019
90% FBS + 10% DMSO,0.1,slow_freeze,0.938,not mention,Not mentioned,"Cryopreservation in 90% FBS + 10% DMSO, -1°C/min in Mr Frosty container, cryovials, stored in LN2 for ≥1 week, thawed at 40°C for 1 min, DMSO diluted in warm medium","Viability drops significantly at 2–4 h post-thaw (88.4–95.8%) compared to fresh (98.4–99.2%), recovers at 24 h (93.1–97.6%); apoptosis increases (5.3–21.2% vs. 1–4% fresh), decreases at 24 h; metabolic activity and adhesion lower than fresh at all time points; proliferation unaffected; CFUF reduced for M6/M7; differentiation variable (M4: higher adipogenic/osteogenic, M6: higher adipogenic, M7: lower adipogenic/osteogenic); CD90 expression drops below 95% at 4–24 h in M4/M6",https://doi.org/10.1186/s13287-020-02067-5
90% FBS + 10% DMSO,0.1,slow_freeze,0.888,not mention,Not mentioned,,,
90% FBS + 10% DMSO,0.1,slow_freeze,0.884,not mention,Not mentioned,,,
90% FBS + 10% DMSO,0.1,slow_freeze,0.931,not mention,Not mentioned,,,
5% DMSO + 95% plasma replacement fluid,0.05,slow_freeze,not mention,0.9,Not Mentioned,"MRD HSCs cryopreserved in 5% DMSO + plasma, controlled rate freezing, stored ≤–150°C vapor phase LN2 (median 11 days), thawed at 37°C for 5 min, infused immediately","No significant difference in neutrophil/platelet engraftment rates/times vs. non-cryo; 1-year OS 53% (vs. 60%, p=0.54)",https://doi.org/10.21873/invivo.13565
5% trehalose + 2.5% dextran,0,slow_freeze,1,not mention,Not mentioned ,"Trehalose delivered via ultrasound + microbubbles (UMT) at 0.25 MPa, 5 min exposure; cells cryopreserved for ≥4 weeks
Standard MSC cryopreservation protocol; no UMT treatment for this cryosoup","Effective CPA, maintains viability and pluripotency; higher trehalose concentrations (250–750 mM) optimal
Higher percentage of dead cells at 0 mM trehalose compared to trehalose + dextran; DMSO is cytotoxic",https://doi.org/10.1038/s44172-024-00239-0
5% trehalose + 2.5% dextran,0,slow_freeze,0.8,not mention,Not mentioned ,"Trehalose delivered via ultrasound + microbubbles (UMT) at 0.25 MPa, 5 min exposure; cells cryopreserved for ≥4 weeks
Standard MSC cryopreservation protocol; no UMT treatment for this cryosoup","Effective CPA, maintains viability and pluripotency; higher trehalose concentrations (250–750 mM) optimal
Higher percentage of dead cells at 0 mM trehalose compared to trehalose + dextran; DMSO is cytotoxic",https://doi.org/10.1038/s44172-024-00239-0
10% DMSO + 90% FBS,0.1,slow_freeze,not mention,not mention,Not mentioned ,,,
9.2% DMSO + 7.9% acetamide + 22.5% Propylene glycol,0.2,slow_freeze,0.77,not mention,Not mentioned ,"MSC monolayers were first cultured in Equilibrium solution for 10 mins before vitrification. Vitrification solution added for 5 mins, removed by aspiration. Warmed by added warm rewarming solution. Trypan blue exclusion for quantitative viability after dispersal. Annexin V-FITC / PI staining to assess apoptosis vs necrosis. Cell Counting Kit-8 (CCK-8) for cell proliferation (read at 450 nm).","COOH-PLL (polyampholyte) strongly stabilised the glassy state, reduced devitrification and cytotoxicity, and inhibited apoptosis. P-VS (EG + sucrose + 10% COOH-PLL) produced the best outcomes: lowest apoptosis (Annexin V), highest viability after warming and 1 day culture, and preserved proliferation and osteogenic/adipogenic differentiation. Slow vitrification (even at 4.9 °C/min) became feasible with COOH-PLL — advantage for fragile 2D constructs because it avoids mechanical stresses of direct immersion.",DOI: 10.1021/acsbiomaterials.6b00150
47.6% EG + 1.71% Sucrose,0,slow_freeze,0.5,not mention,Not mentioned ,,,
47.6% EG + 10% COOH-PLL + 1.71% Sucrose,0,slow_freeze,0.95,not mention,Not mentioned ,,,
9.2% DMSO + 7.9% acetamide + 22.5% Propylene glycol,0.2,slow_freeze,0.85,not mention,Not mentioned ,,,
47.6% EG + 1.71% Sucrose,0,slow_freeze,0.95,not mention,Not mentioned ,,,
47.6% EG + 10% COOH-PLL + 1.71% Sucrose,0,slow_freeze,1,not mention,Not mentioned ,,,
9.2% DMSO + 7.9% acetamide + 22.5% Propylene glycol,0.2,slow_freeze,0.85,not mention,Not mentioned ,,,
47.6% EG + 1.71% Sucrose,0,slow_freeze,0.98,not mention,Not mentioned ,,,
47.6% EG + 10% COOH-PLL + 1.71% Sucrose,0,slow_freeze,1,not mention,Not mentioned ,,,
9.2% DMSO + 7.9% acetamide + 22.5% Propylene glycol,0.2,slow_freeze,0.85,not mention,Not mentioned ,,,
47.6% EG + 1.71% Sucrose,0,slow_freeze,0.98,not mention,Not mentioned ,,,
47.6% EG + 10% COOH-PLL + 1.71% Sucrose,0,slow_freeze,1,not mention,Not mentioned ,,,
9.2% DMSO + 7.9% acetamide + 22.5% Propylene glycol,0.2,rapid_freeze,0.85,not mention,Not mentioned ,,,
47.6% EG + 1.71% Sucrose,0,rapid_freeze,0.98,not mention,Not mentioned ,,,
47.6% EG + 10% COOH-PLL + 1.71% Sucrose,0,rapid_freeze,1,not mention,Not mentioned ,,,
1.71% Sucrose,0,slow_freeze,0.05,not mention,Not mentioned ,"8 pulses at 1.5 kV/cm field strength was used for electroporation. To achieve a physiological pH of 7.4, K2HPO4 and KH2PO4 were mixed in the ratio of 40.5 to 9.5Typhan blue exclusion and flow cytometry used for viability testing. ",400mM highest ,https://doi.org/10.1016/j.cryobiol.2019.10.002
3.42%  Sucrose,0,slow_freeze,0.17,not mention,Not mentioned ,,cells were able to attach 24 h after thawing demonstrating characteristic shape and sugar-loaded vacuoles,
5.13% Sucrose,0,slow_freeze,0.6,not mention,Not mentioned ,,,
13.69%  Sucrose,0,slow_freeze,0.8,not mention,Not mentioned ,,,
1.71% Trehalose,0,slow_freeze,0.03,not mention,Not mentioned ,,,
3.42% Trehalose,0,slow_freeze,0.14,not mention,Not mentioned ,,,
5.13%Trehalose,0,slow_freeze,0.62,not mention,Not mentioned ,,,
13.69% Trehalose,0,slow_freeze,0.78,not mention,Not mentioned ,,,
1.71% Raffinose,0,slow_freeze,0.07,not mention,Not mentioned ,,,
3.42% Raffinose,0,slow_freeze,0.19,not mention,Not mentioned ,,,
5.13% Raffinose,0,slow_freeze,0.75,not mention,Not mentioned ,,,
13.69% Raffinose,0,slow_freeze,0.8,not mention,Not mentioned ,,,
10% DMSO,0.1,slow_freeze,not mention,0.15,Not mentioned ,,,doi:10.4061/2011/981606
10% Ethylene Glycol,0,slow_freeze,not mention,0.17,Not mentioned ,,,
10% propylene glycol,0,slow_freeze,not mention,0.1,Not mentioned ,,,
10% glycerol,0,slow_freeze,not mention,0.05,Not mentioned ,,,
10% EG + 0.00034% ROCK inhibitor,0,slow_freeze,not mention,0.22,Not mentioned ,,,
10% DMSO ,0.1,slow_freeze,not mention,0.44,Not mentioned ,,,
10% Ethylene Glycol ,0,slow_freeze,not mention,0.52,Not mentioned ,,,
10% propylene glycol ,0,slow_freeze,not mention,0.24,Not mentioned ,,,
10% glycerol ,0,slow_freeze,not mention,0.18,Not mentioned ,,,
10% Ethylene Glycol + 0.00034% ROCK Inhibitor ,0,slow_freeze,not mention,0.12,Not mentioned ,,,
100% HUXUC-90011,0,slow_freeze,0.02,not mention,Not mentioned ,"8 pulses at 2.25 kV/cm field strength was used for electroporation. After cryopreservation, the cell suspension was replenished to 1 ml with the solution, incubated for 30 mins before cryopreservation. Live/Dead kit used for viability, with counting using ImageJ. ROS detection using 2,7-dichlorofluorescin diacetate. ","8% betaine showed best results, with viability comparable to DMSO. Lower ROS than DMSO.",https://doi.org/10.3390/ijms22147445
2% betaine,0,slow_freeze,0.18,not mention,Not mentioned ,,,
4% betaine,0,slow_freeze,0.3,not mention,Not mentioned ,,,
6% betaine,0,slow_freeze,0.78,not mention,Not mentioned ,,,
8% betaine,0,slow_freeze,0.84,not mention,Not mentioned ,,,
10% betaine,0,slow_freeze,0.4,not mention,Not mentioned ,,,
10% DMSO,0.1,slow_freeze,0.74,not mention,Number of cells doubled in approx 3 days ,Viability measured by trypan blue exclusion with Bürker chamber; adhesion/proliferation by LDH assay; phenotype by flow cytometry ,"Complete DMEM + 15% Glycerol Optimal: higher adhesion/proliferation vs. DMSO; higher CD184 (~97%), lower CD146; similar spreading (~1500 µm²); maintained fibroblastoid morphology/differentiation",doi:10.1038/s41598-024-65469-4
10% Glycerol,0,slow_freeze,0.62,not mention,Number of cells doubled in approx 3 days ,,,
15% Glycerol,0,slow_freeze,0.7,not mention,Number of cells doubled in approx 3 days ,,,
20% Glycerol,0,slow_freeze,0.58,not mention,Number of cells doubled in approx 3 days ,,,
10% DMSO,0.1,slow_freeze,0.76,not mention,"Number of cells doubled in approx 3 days, before doubling again on day 4",,,
10% Glycerol,0,slow_freeze,0.74,not mention,"Number of cells doubled in approx 3 days, before doubling again on day 5",,,
15% Glycerol,0,slow_freeze,0.78,not mention,"Number of cells doubled in approx 3 days, before doubling again on day 6",,,
20% Glycerol,0,slow_freeze,0.52,not mention,"Number of cells doubled in approx 3 days, before doubling again on day 7",,,
